memory,Time,omid,zmid2,zmid1,t_bar,o,z2,z1,g,b
0.25,0.8669,0.004762180808150761,0.0005603985717966202,0.027201856329092295,6.118711548583214e-13,5.2609353077468e-13,0.0,0.003703051459324073,0.6944427582007638,0.9432121404635645
0.26,0.8669,0.004761422948795637,0.0005601748453518185,0.027200970165653985,3.0429529154437508e-18,1.6399361860601214e-13,1.0769567718632383e-14,0.0037028061744476364,0.6944754247176042,0.9431956390091931
0.27,0.8669,0.00476141025698066,0.000560119896528105,0.02720090827521245,2.5333438266867726e-18,5.235402278277682e-19,5.574885414550545e-19,0.003702834794540739,0.6944783059962473,0.9431916917813119
0.28,0.8669,0.004761498326031306,0.0005601556397718297,0.02720146506396514,8.578238051754641e-17,2.9103379022165323e-16,1.0019799468726104e-15,0.003702906110541213,0.6944708889145743,0.9431923941822676
0.29,0.8669,0.004761180794543837,0.0005602081294396661,0.027200850076834125,1.9141599990794163e-18,2.389391691788199e-18,7.443773401758861e-24,0.0037027600214015136,0.6944818989121494,0.9431918588509648
weight is ,0.668
0.0,0.93,0.0030119918327082607,0.00022041186692339532,0.023981497541944695,1.7273959168457344e-06,1.1199419793221565e-06,0.0,0.012452234898692864,0.600806310419331,0.9073289149486041
0.01,0.925,0.0030123034281613055,0.0002204028772615519,0.023981496757020597,1.6659360266415083e-06,1.079353130426995e-06,0.0,0.01245273436289196,0.6008031855135506,0.907328944107524
0.02,0.9202,0.003214269697448299,0.00024897294141614613,0.02436781091794797,2.761613120722725e-07,2.997550220717649e-07,2.117582368135751e-22,0.0117751142720881,0.6038203490529086,0.9082137223360234
0.03,0.9157,0.0033716260053716974,0.00027129913908036655,0.024680923495376886,5.1692618663441655e-08,4.0605582688975136e-08,1.7951682933819815e-22,0.011003348708703894,0.6090087167191972,0.909031308912955
0.04,0.9115,0.0035617384573338956,0.00030062599692989037,0.025008822994696665,4.831624451800284e-12,3.111303729355939e-13,2.2925727907520994e-20,0.010299812727165694,0.6128205428264635,0.9096523060848057
0.05,0.9076,0.003746792635263036,0.00032969402481103696,0.02529927931101296,8.409601436937077e-12,4.363887086510217e-12,1.8343823425143065e-13,0.009615479380742364,0.6166784738779157,0.9103602746780003
0.06,0.9041,0.003930379043744104,0.0003603643596677346,0.025565139392967163,1.0436408754563268e-09,0.0,0.0,0.008955843589587783,0.6203984735911904,0.9110668200258119
0.07,0.9008,0.004115662282427077,0.00039282297958715274,0.02580663084850317,2.1358376660443474e-15,1.6373617465616465e-15,7.725901790970713e-16,0.008322718072050293,0.6238955715775839,0.9118213153921113
0.08,0.8978,0.0042983538122644185,0.0004256299287234438,0.026035370833748205,1.6976024055590125e-18,1.0999628685377284e-18,1.2236080904498734e-18,0.007710641246131967,0.6272668182568444,0.912519188276861
0.09,0.8951,0.00448165687847965,0.00046110144738951584,0.026242701740354986,9.037019916533893e-21,1.748797644134648e-19,1.167298635238418e-19,0.007122537741971608,0.6304389759924572,0.9132194613492861
0.1,0.8926,0.004664734685811616,0.0004966830787378646,0.026425903825818064,9.861007043972807e-20,4.894415075682139e-19,7.550006161303392e-16,0.006554735305726397,0.6335226964131078,0.9139058605964011
0.11,0.8903,0.004847393841957991,0.0005324851345469305,0.026601225300835602,2.5924173796053367e-23,1.0989119292284342e-22,1.0989119292284342e-22,0.00600730261926048,0.6364309075666853,0.9145207566685173
0.12,0.8883,0.005030918199750194,0.0005713132271831325,0.026753640959918692,2.9319278086650945e-12,2.393092406683022e-12,8.404948303447515e-16,0.005481781122802842,0.6391490668860621,0.9151761236332018
0.13,0.8866,0.005216401756592151,0.0006117790133582197,0.0268923357000731,1.7222859363828756e-14,1.3250787510401824e-14,1.3230870854000434e-11,0.004977419328879445,0.6416504684381388,0.9158067081435107
0.14,0.8851,0.005402011759127689,0.0006538630627041398,0.027018321212424652,4.961402596758928e-19,0.0,3.1445321613099047e-20,0.004492543792770009,0.6439677103448009,0.9164265607779949
0.15,0.8838,0.005592273139109171,0.0006986069617733321,0.027128839690957477,3.773437398083516e-20,3.012419242349672e-20,5.700111964942768e-22,0.004029614290941617,0.6460118496510031,0.9170369257476185
0.16,0.8827,0.005784613947143859,0.0007447119998834535,0.02722708274541205,1.55428023057279e-17,0.0,1.810865699992646e-12,0.003585922570931686,0.6478536536014234,0.9176160879241971
0.17,0.8824,0.00599383920436015,0.0007744555140273562,0.026998272446091737,7.872218443800989e-16,1.4065700430338303e-15,5.276381389659297e-16,0.0034246254862045212,0.6448072986322194,0.9271807756142043
0.18,0.8824,0.005993254478395661,0.0007748355513536927,0.02699869692873836,0.0,0.0,0.0,0.003424461393847143,0.6448078001003839,0.9271847322677285
0.19,0.8824,0.005993904773290949,0.0007746101439587428,0.02699788498697959,0.0,0.0,0.0,0.0034246646441879543,0.6448054102689855,0.9271834305455191
0.2,0.8824,0.005993942013530036,0.0007745549420179862,0.02699744101430716,5.9299857483525e-13,3.774052007118338e-17,1.9094520322814744e-17,0.0034247398208636106,0.6448092462641503,0.9271790991601373
0.21,0.8824,0.00599336001862155,0.0007745856328059533,0.026999123496446294,0.0,0.0,8.137325566194466e-13,0.0034246584625614806,0.6448093288320768,0.9271718899584428
0.22,0.8824,0.005994909739627614,0.0007749459332305634,0.02699829249531597,1.2863141465143086e-16,1.2167336875298175e-17,8.048581734141441e-17,0.003425362046366895,0.6447783509239247,0.9271778585054987
0.23,0.8824,0.005993783225166409,0.0007746785018750205,0.026997733100467478,6.132393350570308e-19,0.0,0.0,0.0034246347731010465,0.6448073772735253,0.9271837007947477
0.24,0.8824,0.005993960797680464,0.0007751344318248549,0.026998133774688543,3.908779980294278e-20,2.6468799595695127e-21,4.638828875197379e-21,0.003424747273956385,0.6447917775978678,0.9271921331641729
0.25,0.8824,0.005994477055337266,0.0007743209323457894,0.026996950629195177,1.1025864390418664e-14,2.8179942222170146e-15,1.4068280684141288e-16,0.0034244142921695457,0.6448039653780482,0.9272017297366685
0.26,0.8824,0.005993854370153142,0.0007749455468121458,0.026997509605703567,1.144855145734217e-11,1.3246363352934156e-13,6.838103689166073e-13,0.0034247836708193374,0.6448025427778479,0.9271835533941107
0.27,0.8824,0.005993689891196873,0.0007755725895726231,0.026997430262941186,0.0,5.309966396441545e-12,0.0,0.003424969939805689,0.6447943191183472,0.9271842993464346
0.28,0.8824,0.005993581732759781,0.0007745981783483516,0.026997128090240453,0.0,7.027741445721328e-24,0.0,0.003424638706309003,0.6448174909495606,0.927177143100308
0.29,0.8824,0.005994085555670222,0.0007747096443569459,0.026995951566470337,5.266903019912923e-16,2.7799231392265096e-18,0.0,0.0034241905745337393,0.6448092488859307,0.9272124525345077
