time,memory,g,a,l_1,l_2,l_3,omid,zmid2,zmid1,tbar_1,o_1,z2_1,z1_1,tbar_2,o_2,z2_2,z1_2
0.3675,0.367539314091686,1,1,0.360757805149747,0.367539317034327,0.367512249388419,0.00701013087364127,0.00065070771302602,0.0404594256619313,0.000892508078734424,0.000590685081889893,2.56369517053635E-05,0.0218840621908216,3.08214049144347E-05,5.45141965895587E-05,2.12972031947911E-06,0.00688841000657619
0.3694,0.35999993651109,1,1,0.354747990488372,0.35062363337855,0.37879009486953,0.00668505739184389,0.000563829351634862,0.0401261474432944,0.000554359869538448,0.000356157550396382,1.12661020093262E-05,0.022621696371979,2.37287135699917E-08,3.35332502818309E-07,1.83536935009702E-07,0.00787384508352907
0.3853,0.339999991095428,1,1,0.328273363532905,0.321060187112162,0.43067506088755,0.00638661095993059,0.000561238064712148,0.0428178829987679,0.000260963470699163,0.000173058535849741,2.16230686592405E-06,0.0234214873751602,9.39019302990645E-06,1.97297327100488E-05,1.48102674080002E-07,0.0115591879798292
0.4028,0.319999998646463,1,1,0.305534198108046,0.29124224799688,0.48568015681128,0.006567787205897,0.000565443249553528,0.0431020080045782,0.000328954970811868,0.000243220963908712,1.66180454448634E-06,0.0236826249563709,9.04278775555326E-07,1.57834154338583E-06,8.12482109491379E-08,0.0164307702419516
0.4214,0.29999963021844,1,1,0.29957079834294,0.255274730071325,0.542875625030141,0.00654123531288526,0.000561957741663178,0.0438871185152687,0.000235657450434746,0.000158228974277545,1.62327742604308E-06,0.0241302600690066,1.26733486060794E-05,6.98458682148557E-05,7.83108128970941E-07,0.0214105001406104
0.4412,0.279999882700066,1,1,0.270845026964287,0.217370041220616,0.602383298556372,0.00662563121888856,0.000570699849595771,0.0444844425270525,0.000214488319555832,0.000142356058287101,9.67301939309235E-07,0.0245795580343269,3.4028556744609E-06,2.9348287133142E-05,2.97810685251783E-07,0.027409030185338
0.4618,0.259999999496056,1,1,0.258499117249398,0.185229243023731,0.663557899242398,0.00725488237272574,0.000682802793393394,0.047107918726864,0.000289350552907531,0.000198088179759141,2.12185880223395E-06,0.0263750706190573,3.65358043555819E-05,0.00027754387387492,9.3964836061497E-06,0.0310309155782781
0.4831,0.2399993646249,1,1,0.239999087826988,0.153763457474386,0.724620953384027,0.00799842487980251,0.000823476567981439,0.0500861361523727,0.000341070039490596,0.0002431246695906,2.63807794644165E-06,0.0284453634915081,3.54395350008035E-05,0.000274348789962852,8.66827833903631E-06,0.0357250524444626
0.5125,0.219999872690973,1,1,0.202538893623002,0.127685824015962,0.768767514585528,0.00845780193524504,0.000906344076795948,0.0518447326275468,0.000405285926248425,0.000286899270204043,4.16773676726032E-06,0.0298468837857388,5.12115932378102E-05,0.000299892313564197,1.46363321788562E-05,0.0383358778302089
0.5421,0.199999954419263,1,1,0.19269420637267,0.0989248866952237,0.813151246384088,0.00877781567014541,0.000968223474366505,0.0530871188106643,0.000425591404451958,0.000326048607745694,5.38922789601105E-06,0.0308132525030186,5.78910383684106E-05,0.000395366928840824,1.92134397042439E-05,0.0412743101625723
0.5718,0.179999981397545,1,1,0.166095921786485,0.071439524325204,0.857757458864906,0.00922290490266194,0.00106532734673619,0.0546688021013993,0.000495009219013534,0.000354593496403814,4.70113165609149E-06,0.0320488515771277,6.8608557616932E-05,0.000509715620883468,2.94283098248489E-05,0.0439748106414545
0.6083,0.159999678491913,1,1,0.147592150841135,0.096118784853699,0.912444886793602,0.0143379756637464,0.00251546411406201,0.0677954955290992,0.00154931437138933,0.00122016432567784,5.59105801111419E-05,0.0431773506675635,0.000183708956321569,0.000426873920991032,2.10625167825234E-05,0.0376272670731954
