time,memory,g,a,l_1,l_2,l_3,omid,zmid2,zmid1,tbar_1,o_1,z2_1,z1_1,tbar_2,o_2,z2_2,z1_2
0.3117,0.311653285237253,1,1,0.302704711469745,0.311465659491792,0.311741224765342,0.00355892252897048,0.000813897414652717,0.0549968881763709,0.00054506636557711,0.000396606576877653,2.10376636207973E-05,0.0194921129677731,6.43640166300137E-05,5.60892538009697E-05,1.32766801011088E-06,0.0068317268497402
0.3117,0.311616545187536,1,1,0.301732972083539,0.311357078903921,0.311699421732272,0.00348756905106032,0.000739986832963534,0.0553673447056833,0.000528531696709435,0.000360950902038602,1.85893848163478E-05,0.0195428810335165,7.81350014044437E-05,5.60540928041457E-05,2.98864779864898E-06,0.0067934851510337
0.3118,0.311773016494509,1,1,0.30277198224868,0.311856633520497,0.311545427312952,0.00340116541547201,0.000706494851454577,0.0561937310261472,0.000564836994552972,0.000382012764128111,3.1632702508675E-05,0.0191758294343963,9.31076532521126E-05,6.66382654757543E-05,1.19209267682804E-06,0.00676209244079272
0.3121,0.312095748008888,1,1,0.304624134971544,0.312156371018455,0.312061535769776,0.00392904438236248,0.00102655846134641,0.0549813386528161,0.000920969390038516,0.000642033471152063,3.64129721721993E-06,0.0182703933055149,1.8437748813629E-05,6.95219586276999E-06,1.04326788836651E-07,0.00727363365330541
0.3156,0.299999969128686,1,1,0.294508151376768,0.284869215364841,0.331232998166904,0.00292783079946649,0.000536136630402902,0.0557390195803268,0.000157088247499819,0.000113782400465671,1.87145635049816E-06,0.0199695195390923,3.35062554140206E-07,5.10464619754595E-07,2.67022083858433E-16,0.00847065368582447
0.3345,0.279999236556606,1,1,0.276294131773427,0.250803542982552,0.388925428149339,0.00292292699333102,0.000527887736022018,0.056425015393096,0.000149830990481341,0.000106196793558129,1.2787542196003E-06,0.0202820656570427,6.87395706986277E-08,5.35324629850844E-06,2.56414113863129E-13,0.0130023934432059
0.3544,0.259999984302333,1,1,0.259103360706029,0.210876733250869,0.448887179458371,0.00291356061613183,0.000518634940207965,0.0565462206288442,0.000143430866638487,0.000105698270572162,1.3855274905705E-06,0.0202584489633362,2.50492495945741E-05,0.000142204406206356,7.00285168438973E-06,0.0177673752675503
0.3754,0.239999778878355,1,1,0.224835119446644,0.16606893641373,0.510716000487081,0.00287646997679237,0.00050180015084191,0.0562667049359578,0.000132638671888863,0.000107459961248905,1.46150420201794E-06,0.019974239922185,1.12903418224016E-05,8.05944911467058E-05,3.46005232483098E-06,0.0240433073474347
0.3975,0.22000002909274,1,1,0.219999927746081,0.114830618335653,0.575014442769239,0.00278007081400944,0.000487761408159714,0.0549275256844851,0.000128946390166633,9.71778325035377E-05,1.22744404127199E-06,0.019661833143101,2.89358990750593E-05,0.000246206809566456,2.53522934489107E-05,0.0302902530881349
0.4227,0.199999889622105,1,1,0.196253700136683,0.0591964210742811,0.634113467905452,0.00260076274151519,0.00043218735454329,0.0523877666995833,0.000105943744174866,7.26981089628793E-05,7.37033199839771E-07,0.0186200458260871,1.97247040249165E-05,0.000322005284670646,3.65228084448352E-05,0.0371372609433648
0.4558,0.179999137319292,1,1,0.178494527156766,0.031911553369004,0.6836005838613,0.00289869511308018,0.000517442697107353,0.0556125980900528,0.000176759486640844,0.000126232640635713,2.41158409696028E-06,0.0198926498301525,4.20640189612391E-05,0.000498726991448928,7.2379592187465E-05,0.0392458038959997
0.5017,0.159999051727147,1,1,0.136453281308666,0.0605706548410192,0.752582789391653,0.00482693193420396,0.00136439861789237,0.0784566419761965,0.000479718046302483,0.000376100460107566,1.13135511772284E-05,0.0293633501746629,7.92589563077874E-05,0.000355911624461902,2.41966114420847E-05,0.0355444431047403
0.561,0.139999810208485,1,1,0.139440835817794,0.0647569893257001,0.7114031939005,0.00452601521422574,0.00122773861987121,0.0739360872697424,0.000488078828849818,0.000389911188460314,1.23327043805673E-05,0.0275448392484162,6.19830127639296E-05,0.000190563635501498,7.40158786581288E-06,0.0287420786736197
0.622,0.119999991796834,1,1,0.0960131862197093,0.0612470125370102,0.635610427368838,0.00346917786919741,0.000737021987820007,0.061198300776228,0.000325603009516517,0.000244818916427881,5.81230112485528E-06,0.0221053215292336,2.5620183001977E-05,6.58066519951888E-05,1.53729156249378E-06,0.0219194693634523
0.6849,0.0999995142000899,1,1,0.0988314244852188,0.0591668417217951,0.566245693336602,0.00267576492381682,0.000446601611256128,0.0499964618451336,0.00023163714889179,0.000166022867740501,4.2245970267215E-06,0.017647438879817,1.69483652281646E-05,4.20903527933787E-05,6.17219001074336E-07,0.0154990920286741
0.7523,0.0799999389838602,1,1,0.0758844529628765,0.0567907396885988,0.493813213768423,0.00194006719428784,0.000246242558529225,0.0384220007701657,0.000156341738581369,0.000102368440254064,1.42240083651966E-06,0.0132841209533841,2.36324467280011E-06,3.57274561781769E-06,1.59489270378051E-08,0.00967492792842847
