time,memory,g,a,l_1,l_2,l_3,omid,zmid2,zmid1,tbar_1,o_1,z2_1,z1_1,tbar_2,o_2,z2_2,z1_2
0.3761,0.376130306149103,1,1,0.369523783527196,0.376170542245465,0.376131831148505,0.0079065043760923,0.000665272168391274,0.0365643751762496,0.00102584815285694,0.000615351386083408,2.49136381811773E-05,0.0218949414656152,4.53442895804958E-05,3.92754984130257E-05,3.67961866552931E-07,0.00689304806164244
0.3843,0.359999726579066,1,1,0.359382019244858,0.345457479770043,0.408590230172074,0.00709450661810222,0.000502104229002714,0.0383186543915491,0.000302402711599647,0.00019103245230171,1.25319521720938E-06,0.0234570297162759,5.87822660819331E-06,1.34906245409456E-05,3.03213044835894E-07,0.00912179432596591
0.4007,0.339999817046686,1,1,0.330413598313374,0.31851318698994,0.461427819100712,0.00729222646055231,0.000526472901443851,0.0389701933463028,0.000326426474873218,0.000215338780728209,2.05387912320759E-06,0.0239491097697598,9.00766605578659E-07,2.84005248047145E-06,4.35581173223774E-08,0.013439037732385
0.4184,0.319999553732118,1,1,0.31999804893749,0.287003574690522,0.516673615995005,0.00738712222037728,0.000564088256475541,0.0396108231000388,0.00032199433553154,0.000226416752037274,4.16359212125287E-06,0.0242165753381861,1.86416117149813E-05,5.3102052225852E-05,3.29651779524603E-06,0.018097898766429
0.437,0.29999987761765,1,1,0.299994734341445,0.250948495361206,0.574012644750149,0.00740293542742074,0.000539009989185121,0.0399252254655313,0.000249273170499393,0.000164478079666622,1.25316987287894E-06,0.024785952907866,1.17106773079276E-05,7.44728967326655E-05,1.28765503579174E-06,0.0235566449575013
0.4566,0.279999997110419,1,1,0.28000173092102,0.221177371155506,0.63316283854088,0.00811646673966201,0.000636298288284817,0.0421464982060882,0.000373158954566329,0.000244426305804287,1.58221944508404E-06,0.0266320029700703,7.35695338072988E-06,8.77234866594913E-05,9.27704516829253E-07,0.0278766669796127
0.4766,0.259999969815882,1,1,0.244570325585886,0.190862560965707,0.693287645336523,0.0089530849732853,0.000777894641395471,0.0447629899611412,0.000439548286593377,0.000309301773354383,4.74718323477365E-06,0.0287233110602998,2.93054473046357E-05,0.000144234355604439,3.83428777858742E-06,0.0320610027700445
0.4995,0.239999996344975,1,1,0.2399981640097,0.160723382341472,0.749307367154336,0.00966146386933228,0.00089042703238201,0.047227060477951,0.000465394234679064,0.000324892166031807,4.17676345799058E-06,0.030804489070629,4.4266099397941E-05,0.000283655847403643,9.53454754403926E-06,0.0356351279891246
0.5286,0.219999985720916,1,1,0.205258234293339,0.133485382867283,0.792939907437782,0.010127166561219,0.00096574390374291,0.0485109378034486,0.000489924855333443,0.000350767484461785,5.34845619886709E-06,0.0320089127425034,3.9967653382864E-05,0.000251710235144153,8.55851331602778E-06,0.0387967595038285
0.5579,0.19999998544984,1,1,0.19999921968921,0.107350598916894,0.836876167231427,0.0106620707049061,0.00106761959434297,0.0499333038448758,0.000581198428678081,0.000420093568473727,7.5340291516522E-06,0.0333105115045955,6.71518018766113E-05,0.00038233924862359,1.2834302810707E-05,0.041200947373311
