time,memory,g,a,l_1,l_2,l_3,l_4,l_5,omid,zmid2,zmid1,tbar_1,o_1,z2_1,z1_1,tbar_2,o_2,z2_2,z1_2,tbar_3,o_3,z2_3,z1_3,tbar_4,o_4,z2_4,z1_4
0.3325,0.32907954835004516,1.0,1.0,0.2792467634219041,0.26276846091827694,0.3214227542434539,0.32570626540647707,0.2482064823172516,0.023077861734686806,0.006342126617684903,0.07852301730793072,0.0052712912941565255,0.004566714969238837,0.0006298223407647545,0.05294710091590143,0.00198256014856679,0.00207736285934938,0.0002531778295086318,0.035199108486956086,0.001119419959893733,0.0010697931643715434,0.00015870354021832692,0.019008953011542734,0.00042903139208838993,0.0004406006941945346,5.543321642327113e-05,0.002434402244991455
0.332,0.3276630412870262,1.0,1.0,0.2863489859733853,0.2737285707870662,0.32334394688140505,0.31433407672055164,0.22106395143242272,0.0215537543181966,0.005684018279600063,0.0757878474112945,0.004779191640235586,0.004004699039474029,0.0005228128940561224,0.05009353144436782,0.0016080188691312727,0.0015279812760321382,0.00014934598417945,0.035100898752766736,0.0006894680722632487,0.0006655169576477059,7.447238536597364e-05,0.01743833936750118,0.00017175585851209705,0.0002492289848508386,3.593385521942042e-05,0.0017757594685008946
0.332,0.33198614589214015,1.0,1.0,0.2729756553107859,0.26585691232286,0.3251204662922387,0.3319601863300622,0.2238074772366144,0.023021525527226,0.006374968505627733,0.07812927467084382,0.0051597018146048255,0.004374316987030468,0.0005621749514526994,0.05266469698332856,0.0017911633800382137,0.0016500489520032801,0.00019029646592964264,0.03476390017312267,0.0009434578901690351,0.0009854236982918033,0.0001327847553534566,0.01781735524180902,0.00013649283417754607,0.00018778392471867982,6.876231605215963e-05,0.0018146297919450901
0.3296,0.31992390883141497,1.0,1.0,0.23900400809852607,0.24602664745053157,0.31015371432228783,0.310263394394388,0.3282680404691263,0.025269825457573673,0.007314740655251054,0.0845121046206521,0.005103703038839606,0.0047496235446032415,0.0005614201452065119,0.05989764178918677,0.0012594957261683702,0.0013420326082973257,8.802892373085359e-05,0.04200991129840213,0.000291992759765942,0.00040063734498391347,2.2429136817951992e-05,0.025760525978064483,1.8799168434415474e-05,2.1566338460026532e-05,4.586963690502233e-08,0.0073277344410419285
0.3368,0.29999930338476993,1.0,1.0,0.2823213201420013,0.2530608463879612,0.26342401525590514,0.2730881111823111,0.37644748507086145,0.024825487950018717,0.007273993960365968,0.0839654094411631,0.004865798926107466,0.004451374434192125,0.0005107377184696824,0.060132600485298456,0.0010698597377468229,0.0011418969306122664,6.748193889295802e-05,0.0418797240996707,0.00021047008363832886,0.00042658989586613963,3.66836505331421e-05,0.024842107377975615,8.511960167420636e-05,0.0001079860097138449,2.4499760897138947e-05,0.01087780905925306
0.3488,0.279999738488118,1.0,1.0,0.2768758763952169,0.2111311728727134,0.21117422496497826,0.23870459678757383,0.4020536642823323,0.016691310615573114,0.003296991876948391,0.07267037791832114,0.002152733981100703,0.0017598486672370291,9.996064440743934e-05,0.04765585724816047,0.00033789265682153554,0.000683746974697806,3.388191988476384e-05,0.04249804099511908,0.0001910050816062492,0.000587304373688625,5.438612326643159e-05,0.028769287572448638,0.0002843528939117342,0.0010228455476165225,0.00037265391541435475,0.011048041544974525
0.3787,0.25999996700402084,1.0,1.0,0.2596137646569078,0.14842367693840014,0.1686466048612406,0.2014605780096244,0.4973916112316147,0.012700136720137128,0.0019629960697286827,0.06424515538179182,0.0011179610744814837,0.000973270681352973,4.380283876319365e-05,0.04021098089365784,0.00028479568065819627,0.001306527272774195,0.00015900495315813393,0.048253101753480555,0.00025768030819081964,0.0006068343813094258,8.521428578374107e-05,0.03609183912432675,0.00020320370554607534,0.0006350910721380078,0.0001428685728405316,0.01958913579364856
0.4223,0.23999915791729343,1.0,1.0,0.2194928341164307,0.10822655953130937,0.12216642099339227,0.14521430257161835,0.6045800796637723,0.010811727763442363,0.0014585677430309038,0.05957893525539095,0.0006383153454180603,0.0004692748376905532,8.986994906177057e-06,0.03557253085627497,0.0001460058491328057,0.0009039681780434574,8.543870669142992e-05,0.05233362486785491,0.000172845525690536,0.000526672083367026,3.0053479997271403e-05,0.04287179777056057,0.00018514689911443502,0.0007944542048453362,5.823303249023223e-05,0.029341786040898772
0.4741,0.21999993074016871,1.0,1.0,0.21126104246289287,0.09923630702783491,0.07114337364237348,0.07960368877551458,0.7111852597142858,0.010174892063741113,0.0012743213108338597,0.05758113966265038,0.0006323525573006208,0.000476196271874722,1.0207846519663351e-05,0.034384901555825,0.00012951834467111507,0.0008637320216257156,7.562419348695245e-05,0.04813947731307015,0.0001667254055833336,0.0011046450343555072,0.0002128434393478922,0.046933966064200076,0.0003246978263758465,0.001782404611119321,0.0007224095528249268,0.03685214998395948
0.5318,0.19999999499658055,1.0,1.0,0.18515031798502407,0.07837195734917791,0.044770509394228046,0.020094426683398607,0.7976685784115206,0.010002614845605074,0.0012427280211448806,0.057075749379064136,0.0006070889755935816,0.0004438411566599943,9.344711548206868e-06,0.033949403484155656,0.00011886856134486695,0.0009098711985167691,8.670403182718534e-05,0.04783165399636175,0.00017219259106615345,0.001106975000202446,0.00021694150272183056,0.04848279650018823,0.00033153884207878646,0.001593625852292708,0.0005849679697266672,0.048139838474047236
0.5952,0.17999992986462743,1.0,1.0,0.1790920044980194,0.0392681413923011,0.01679756074263705,1.861425675756282e-10,0.8927490047298622,0.012080670899934852,0.0017989721136461856,0.06293957292768686,0.0009592141811020468,0.0007451733521128586,1.7665265897425027e-05,0.03886790624515645,0.00021692080349051526,0.0014020114052772596,0.00019071309409536032,0.05630563485096563,0.0003436105486441511,0.0018716160000788028,0.0004762687561207036,0.053299637959616876,0.0006283631489115681,0.002525320135915105,0.0012446716285782406,0.04951535030623801
0.6613,0.15999998943381571,1.0,1.0,0.1371537462477563,1.1079509237102259e-17,0.001204901239664285,0.022191795356850917,0.9884128221412937,0.018198402896574855,0.003867190862905957,0.07595569276430111,0.002212091185290731,0.0019198415466840657,0.00011088782118003083,0.052388442958283335,0.0005860251767260318,0.0027007305268700117,0.0005336311807525324,0.07192888226924511,0.0006452894574920206,0.0024622261179295707,0.0005068554456465156,0.06470280774518955,0.0007011522334947154,0.0022253198628176263,0.0006027707939716858,0.051636743718325426
0.7604,0.13999999987956036,1.0,1.0,0.09608702457174162,7.336288733675775e-05,1.5678970643726034e-05,0.026643101187547525,0.9999595600736987,0.023318294328567187,0.0063183648981357515,0.08258278669905326,0.0038636633239784376,0.0037281348121079353,0.00035960616163612045,0.06070205694320705,0.0012420153631023392,0.0037546364510429872,0.0006509328700070076,0.07233613435431994,0.0008791890859268814,0.003073474114655933,0.0006174082536677663,0.06253534445310256,0.000814812602754792,0.001901019763109403,0.00047565423648867223,0.04798667153031905
0.8749,0.1199990979854294,1.0,1.0,0.11680761234121045,7.883020368663729e-05,2.456147723816489e-08,0.029309042422011624,0.9863488056878053,0.027741888820196705,0.00884141098428128,0.08740970815060913,0.0056193207428824835,0.005592682269436134,0.0007166003461165205,0.066653816273204,0.0020626525341234827,0.004523531484200186,0.0008516564780820333,0.06978678193925167,0.001380173353529725,0.0031184048223294385,0.000673760426231022,0.05892091966283425,0.0009425967456688625,0.002061352766854152,0.00045340818216740777,0.04028646531203496
0.9945,0.09999999920940794,1.0,1.0,0.05465638690588244,4.154822050974878e-13,1.999218498433864e-12,0.03238798779565765,0.9810916480225248,0.032894184099261314,0.012550996985421402,0.08995838514295211,0.008095330967945865,0.008409998620453881,0.001500193415712812,0.07281612890639332,0.00311861300675646,0.005248429009161582,0.0009071801598033082,0.06987495008490213,0.0016604616005521484,0.0030579520941976246,0.0005933422904495288,0.05636159415309068,0.0009047947017272284,0.0010744257293369454,0.00020427246010315393,0.03739191934126444
1.1095,0.07999901722262404,1.0,1.0,0.06701290444493896,0.000472982249741082,0.00010788177438007222,0.019400489643546195,0.6565844027641939,0.014969220013700315,0.0027140169597647317,0.06821994033724246,0.001868580396192768,0.001486119393595848,8.293398778809203e-05,0.04351273733762704,0.00048455960306881485,0.0011892163979586297,0.00011338970555101226,0.04123548681350706,0.0003160450006728197,0.000827922417886088,0.00013572423091148548,0.03107411518916902,0.00026225168860173766,0.0005312261348102305,0.00010029893267061403,0.01996014116456763
1.2174,0.05999997906443422,1.0,1.0,0.05332611015013577,5.097768642549294e-06,0.0024187982888102966,0.01487048042542108,0.5200061792587377,0.010195583620377752,0.00018348580503066092,0.05541691368228911,0.0009257843343150047,0.0008043302507214201,1.0192122773964042e-05,0.032787438127895106,0.00020028902812601113,0.0005842584320564842,3.439804534851129e-05,0.029431884179386827,8.668497959729621e-05,0.00031109407384400707,4.11965248301288e-05,0.021043609305007326,8.367373302681292e-05,0.00013127369378268218,6.626363693892794e-05,0.013298381621898465
1.322,0.039999496868685036,1.0,1.0,0.038413398353942654,5.896511426832318e-06,0.0027219107481031082,0.012761835816725735,0.41291104999134987,0.00729813061450197,0.0007029945792205936,0.045164680269468516,0.0005610082310223202,0.0003940446702415494,1.1859376175644572e-05,0.024912343255319866,0.00011583450786888321,0.0002886788401890056,1.52590800691506e-05,0.02009904478244025,6.840354675404415e-05,0.00017658033257756645,1.66367015561799e-05,0.01330267500039381,5.071374907677635e-05,0.00012638899597234695,9.593185916904857e-06,0.007599539679713
1.4359,0.03001012617041752,1.0,1.0,0.018212651010733136,0.00018764949950487002,0.004555599747240951,0.010422932035916693,0.31011140016454675,0.005238425006192924,0.00040540573930586974,0.03589846101815169,0.0003349156624023221,0.00019951428316687778,7.954973762396638e-07,0.0190244108476665,5.20692145283563e-05,0.00011230969458377106,1.7822353902729546e-06,0.011336261096695855,9.38903820296861e-06,3.9694350056858e-05,2.3010693877172725e-06,0.006476527590551171,6.9381582644016505e-06,1.0965776313900781e-05,2.2470463471631702e-07,0.0031066180436994536
