time,memory,g,a,l_1,l_2,l_3,l_4,l_5,omid,zmid2,zmid1,tbar_1,o_1,z2_1,z1_1,tbar_2,o_2,z2_2,z1_2,tbar_3,o_3,z2_3,z1_3,tbar_4,o_4,z2_4,z1_4
0.2888,0.28703214776063535,1.0,1.0,0.2646524119032402,0.28533423617225173,0.2113612496103163,0.0024951348662764473,0.13252683364839213,0.002963809835872916,0.0009309529185505147,0.06373239469007269,0.0005577630513106951,0.00041885421769674407,3.070877978635002e-05,0.020950320794295374,0.00013036385873433414,0.00010787015730630532,2.2676739732151606e-06,0.009854125682907458,5.2263234502917726e-05,2.6140583290296167e-05,5.616268589947046e-07,0.0008586361016840922,2.093368494570976e-05,0.0007901879503938921,0.0009773442491455091,0.0015291229598617063
0.2894,0.2853216617377664,1.0,1.0,0.258866109394963,0.2812078020039022,0.22503893813865986,0.06663112843324248,0.11414855905715537,0.003441949683809505,0.0012803041226510687,0.07093258389168867,0.0006938450369455897,0.0005418962998848881,9.248557009451175e-05,0.023399167278092655,0.0002086197695878848,0.00020305030017614216,1.4304718920767783e-05,0.013320990771211521,0.00010860765451132972,8.270108593109917e-05,3.810759993865793e-06,0.0024084782847255837,8.3286472498332e-05,0.0004408956732728202,0.0005788122529073024,0.000790796200008106
0.2888,0.28693674371886796,1.0,1.0,0.26731171283475835,0.2850440310393672,0.21933529348912567,0.018440875916542816,0.09943122228987822,0.002842228975901356,0.0008902297783737699,0.06260576098789288,0.0005102522881036238,0.0003921050824751379,2.2525321015257266e-05,0.02052986668466795,0.00011531030118024751,9.080759200612548e-05,4.071639535292287e-06,0.009353328868712183,5.6367160210635005e-05,2.80517576338826e-05,1.8295641971974657e-06,0.0008537021765269982,3.648789384420289e-06,0.0005040943082620969,0.00038334264387773753,0.0004435761034338684
0.289,0.2862793863854294,1.0,1.0,0.24971151423643964,0.2835116335041306,0.28006795254762706,0.1079187727114445,0.08851768582429474,0.004070036232650518,0.0017828783436263465,0.08114092288003989,0.0008434938449200301,0.000719812014486014,5.604402359498248e-05,0.02725691316634357,0.00024760181937821357,0.00028563424174963094,2.2451665344151104e-05,0.017660037810288427,0.00010058973595409082,3.980281570637257e-05,2.4134119453923466e-06,0.0023136441815506796,1.94453033673984e-06,4.152747841338039e-05,2.30589212968025e-05,0.00026619136103511694
0.2891,0.2873199453715838,1.0,1.0,0.2712180978404119,0.2855457185345145,0.20639453715141945,0.03330315375119142,0.07929425508063045,0.0028188214555950565,0.0008816615764297254,0.06038337592521898,0.0004954349800469485,0.000373519764248703,2.216045781658988e-05,0.019392874252616387,0.00011576525219649608,0.00010167700722574017,3.268270904806206e-06,0.008262974174258746,6.537283892290074e-05,2.9394582110398905e-05,3.7882877645101404e-07,0.0006403867244293027,4.0973833628271484e-05,0.00010394513677077358,0.00024864864400855587,0.00028230990110078655
0.291,0.2799488026071408,1.0,1.0,0.2615000145857479,0.2689242076803253,0.2551965493093003,0.02493362674180399,0.12177212268726624,0.003099989535463179,0.001071023459542179,0.06937115167540552,0.0004986216870703481,0.00037926227790761923,1.9342044480017284e-05,0.023050397555016353,3.927843781331703e-05,4.259291062390934e-05,6.146871701273831e-07,0.013907578997804315,2.718135979468564e-05,0.00028938535531990584,9.519305970429635e-05,0.0019731557191096307,4.9670342171991943e-05,0.0003693220573608991,0.0005659038245891359,0.0004839449484063476
0.3002,0.259991266443482,1.0,1.0,0.2412587299935922,0.2197902511988574,0.19045532997718398,0.04217305048730256,0.17868908554414123,0.0026536338732103654,0.0007710043393974913,0.06307224669895856,0.0003610041908058687,0.0002814453169287014,1.1154448912488368e-05,0.020745798215326055,4.776373496553069e-05,8.439282604742381e-05,2.829412980721958e-06,0.01556014029889107,3.899352655547709e-05,0.0009505048990204833,0.0005742069686660602,0.0032549955830803467,0.0004435262347746382,0.0013702430011426155,0.0019845805570578717,0.0016053402550564486
0.313,0.239999811650915,1.0,1.0,0.23936109744986164,0.16697649572481935,0.16725144682306586,0.14529112453596918,0.35256157613985006,0.00488882281484413,0.002443695126363175,0.09691064305135437,0.0008070771583678188,0.0006925442392310219,3.777428284480841e-05,0.034916590271532294,0.00015946578295723119,0.00036477422688701016,2.4034580400462213e-05,0.03056462393302267,0.00011510341164835955,0.0005861153142081532,0.0001277292227603015,0.021399945299395835,0.00021154638870156847,0.001111366276504516,0.002144493072977676,0.008691606586020547
0.3297,0.2199980646568192,1.0,1.0,0.21937145728384555,0.11029514040282427,0.11344002983215934,0.13088569386824844,0.4394629068723674,0.003927678549397529,0.0015833333025502148,0.08623024311783259,0.0005232693886560657,0.00046192855691370326,1.65360921493117e-05,0.029629930168459096,0.00011775412964725606,0.0004553456333664494,3.9873441253260285e-05,0.03652962585059756,8.488456388940122e-05,0.0008259871663952449,0.00027879657542976064,0.027869279908507377,0.0003377431765800915,0.0004661300458833911,0.0018584631549359543,0.016313064584680525
0.3554,0.19999635868721388,1.0,1.0,0.19115088202647734,0.04937714544681927,0.07093339927068144,0.08224322930415918,0.5108106923068625,0.0026341516801965106,0.0007528304708783376,0.06799044015193166,0.00020558363599492248,0.00017706765742713074,4.999242744754055e-06,0.022523171518919718,5.704064672530706e-05,0.0005323283399257912,0.00010032961507332124,0.03956461168618518,0.0001669070473119471,0.0007463929852589014,0.0002830031287251621,0.031499223412702275,0.00037932737858273357,0.00124934380445475,0.001256366305873728,0.02226813261620769
